intent_id,intent_name,platform,sector,city,buyer_signal_strength,daily_target_min,daily_target_max,query_1,query_2,query_3,query_4,query_5,query_6,exclude_terms,target_roles,offer_angle
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Nairobi,hot,10,30,"""looking for a car"" Kenya","""looking for a car"" Nairobi","Mobility ""looking for a car"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Nairobi,hot,10,30,"""need a vehicle"" Kenya","""need a vehicle"" Nairobi","Mobility ""need a vehicle"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Nairobi,hot,10,30,"""fleet upgrade"" Kenya","""fleet upgrade"" Nairobi","Mobility ""fleet upgrade"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Nairobi,hot,10,30,"""buy pickup"" Kenya","""buy pickup"" Nairobi","Mobility ""buy pickup"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Nairobi,hot,10,30,"""comparing car models"" Kenya","""comparing car models"" Nairobi","Mobility ""comparing car models"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Nairobi,hot,10,30,"""fuel efficient car"" Kenya","""fuel efficient car"" Nairobi","Mobility ""fuel efficient car"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Mombasa,hot,10,30,"""looking for a car"" Kenya","""looking for a car"" Mombasa","Mobility ""looking for a car"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Mombasa,hot,10,30,"""need a vehicle"" Kenya","""need a vehicle"" Mombasa","Mobility ""need a vehicle"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Mombasa,hot,10,30,"""fleet upgrade"" Kenya","""fleet upgrade"" Mombasa","Mobility ""fleet upgrade"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Mombasa,hot,10,30,"""buy pickup"" Kenya","""buy pickup"" Mombasa","Mobility ""buy pickup"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Mombasa,hot,10,30,"""comparing car models"" Kenya","""comparing car models"" Mombasa","Mobility ""comparing car models"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Mombasa,hot,10,30,"""fuel efficient car"" Kenya","""fuel efficient car"" Mombasa","Mobility ""fuel efficient car"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Kisumu,hot,10,30,"""looking for a car"" Kenya","""looking for a car"" Kisumu","Mobility ""looking for a car"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
vehicle_purchase,Vehicle Purchase and Fleet Upgrade,LinkedIn,Mobility,Kisumu,hot,10,30,"""need a vehicle"" Kenya","""need a vehicle"" Kisumu","Mobility ""need a vehicle"" Kenya",Mobility buyer intent Kenya,Mobility procurement need Kenya,Mobility operations pain Kenya,car news | car meme | job vacancy | dealer ad,Operations Manager | Fleet Manager | Procurement Lead | Founder,faster shortlist + decision support + direct supplier route
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Nairobi,hot,10,25,"""need supplier"" Kenya","""need supplier"" Nairobi","Manufacturing ""need supplier"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Nairobi,hot,10,25,"""buy machinery"" Kenya","""buy machinery"" Nairobi","Manufacturing ""buy machinery"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Nairobi,hot,10,25,"""industrial equipment"" Kenya","""industrial equipment"" Nairobi","Manufacturing ""industrial equipment"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Nairobi,hot,10,25,"""procure generator"" Kenya","""procure generator"" Nairobi","Manufacturing ""procure generator"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Nairobi,hot,10,25,"""equipment options"" Kenya","""equipment options"" Nairobi","Manufacturing ""equipment options"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Nairobi,hot,10,25,"""price comparison"" Kenya","""price comparison"" Nairobi","Manufacturing ""price comparison"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Mombasa,hot,10,25,"""need supplier"" Kenya","""need supplier"" Mombasa","Manufacturing ""need supplier"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Mombasa,hot,10,25,"""buy machinery"" Kenya","""buy machinery"" Mombasa","Manufacturing ""buy machinery"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Mombasa,hot,10,25,"""industrial equipment"" Kenya","""industrial equipment"" Mombasa","Manufacturing ""industrial equipment"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Mombasa,hot,10,25,"""procure generator"" Kenya","""procure generator"" Mombasa","Manufacturing ""procure generator"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Mombasa,hot,10,25,"""equipment options"" Kenya","""equipment options"" Mombasa","Manufacturing ""equipment options"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Mombasa,hot,10,25,"""price comparison"" Kenya","""price comparison"" Mombasa","Manufacturing ""price comparison"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Kisumu,hot,10,25,"""need supplier"" Kenya","""need supplier"" Kisumu","Manufacturing ""need supplier"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
equipment_procurement,Machinery and Equipment Procurement,LinkedIn,Manufacturing,Kisumu,hot,10,25,"""buy machinery"" Kenya","""buy machinery"" Kisumu","Manufacturing ""buy machinery"" Kenya",Manufacturing buyer intent Kenya,Manufacturing procurement need Kenya,Manufacturing operations pain Kenya,equipment review | news article | old thread,Procurement Manager | Plant Manager | Operations Director,verified supplier matching + cost/time-to-delivery optimization
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Nairobi,hot,12,30,"""bulk order"" Kenya","""bulk order"" Nairobi","Retail ""bulk order"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Nairobi,hot,12,30,"""need supplier urgently"" Kenya","""need supplier urgently"" Nairobi","Retail ""need supplier urgently"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Nairobi,hot,12,30,"""restocking"" Kenya","""restocking"" Nairobi","Retail ""restocking"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Nairobi,hot,12,30,"""wholesale supplier"" Kenya","""wholesale supplier"" Nairobi","Retail ""wholesale supplier"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Nairobi,hot,12,30,"""supplier recommendations"" Kenya","""supplier recommendations"" Nairobi","Retail ""supplier recommendations"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Nairobi,hot,12,30,"""MOQ"" Kenya","""MOQ"" Nairobi","Retail ""MOQ"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Mombasa,hot,12,30,"""bulk order"" Kenya","""bulk order"" Mombasa","Retail ""bulk order"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Mombasa,hot,12,30,"""need supplier urgently"" Kenya","""need supplier urgently"" Mombasa","Retail ""need supplier urgently"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Mombasa,hot,12,30,"""restocking"" Kenya","""restocking"" Mombasa","Retail ""restocking"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Mombasa,hot,12,30,"""wholesale supplier"" Kenya","""wholesale supplier"" Mombasa","Retail ""wholesale supplier"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Mombasa,hot,12,30,"""supplier recommendations"" Kenya","""supplier recommendations"" Mombasa","Retail ""supplier recommendations"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Mombasa,hot,12,30,"""MOQ"" Kenya","""MOQ"" Mombasa","Retail ""MOQ"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Kisumu,hot,12,30,"""bulk order"" Kenya","""bulk order"" Kisumu","Retail ""bulk order"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
bulk_supply_procurement,Bulk Supply and Replenishment,LinkedIn,Retail,Kisumu,hot,12,30,"""need supplier urgently"" Kenya","""need supplier urgently"" Kisumu","Retail ""need supplier urgently"" Kenya",Retail buyer intent Kenya,Retail procurement need Kenya,Retail operations pain Kenya,product promotion | B2C shopping post,Supply Chain Lead | Purchasing Officer | Store Operations Manager,stable supply pipeline + reorder automation
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Nairobi,hot,10,25,"""need payment solution"" Kenya","""need payment solution"" Nairobi","SME ""need payment solution"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Nairobi,hot,10,25,"""POS for business"" Kenya","""POS for business"" Nairobi","SME ""POS for business"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Nairobi,hot,10,25,"""working capital"" Kenya","""working capital"" Nairobi","SME ""working capital"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Nairobi,hot,10,25,"""invoice financing"" Kenya","""invoice financing"" Nairobi","SME ""invoice financing"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Nairobi,hot,10,25,"""compare payment gateways"" Kenya","""compare payment gateways"" Nairobi","SME ""compare payment gateways"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Nairobi,hot,10,25,"""settlement time"" Kenya","""settlement time"" Nairobi","SME ""settlement time"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Mombasa,hot,10,25,"""need payment solution"" Kenya","""need payment solution"" Mombasa","SME ""need payment solution"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Mombasa,hot,10,25,"""POS for business"" Kenya","""POS for business"" Mombasa","SME ""POS for business"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Mombasa,hot,10,25,"""working capital"" Kenya","""working capital"" Mombasa","SME ""working capital"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Mombasa,hot,10,25,"""invoice financing"" Kenya","""invoice financing"" Mombasa","SME ""invoice financing"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Mombasa,hot,10,25,"""compare payment gateways"" Kenya","""compare payment gateways"" Mombasa","SME ""compare payment gateways"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
payments_financing,"Payments, Financing, and Credit Need",LinkedIn,SME,Mombasa,hot,10,25,"""settlement time"" Kenya","""settlement time"" Mombasa","SME ""settlement time"" Kenya",SME buyer intent Kenya,SME procurement need Kenya,SME operations pain Kenya,consumer loan ad | general finance news,Finance Manager | Founder | Head of Operations,faster checkout-to-cash conversion and reduced payment friction
